ID	Evidences length	Evidences list	Complete evidences
A0A7Y8URZ8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
A0A7Y8UT32	1	PHOBIUS_TM	PHOBIUS_TM
O68693	1	PHOBIUS_TM	PHOBIUS_TM
O68698	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
O68699	1	PHOBIUS_TM	PHOBIUS_TM
O68729	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
P58722	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
P74989	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0W9V7	1	PHOBIUS_TM	PHOBIUS_TM
Q0W9X7	1	PHOBIUS_TM	PHOBIUS_TM
Q0W9Z9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WA31	1	PHOBIUS_TM	PHOBIUS_TM
Q0WAA1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WAF6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WAH8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WAM0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WAM7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WB59	1	PHOBIUS_TM	PHOBIUS_TM
Q0WBY3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WC24	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WC30	1	PHOBIUS_TM	PHOBIUS_TM
Q0WC39	1	PHOBIUS_TM	PHOBIUS_TM
Q0WC83	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WCI4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WCR7	1	PHOBIUS_TM	PHOBIUS_TM
Q0WCV9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WCW0	1	PHOBIUS_TM	PHOBIUS_TM
Q0WD26	1	PHOBIUS_TM	PHOBIUS_TM
Q0WDA4	1	PHOBIUS_TM	PHOBIUS_TM
Q0WDH7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WDM7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WDM8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WDV5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WDZ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WE17	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WE37	1	PHOBIUS_TM	PHOBIUS_TM
Q0WE58	1	SL	SL
Q0WE71	1	PHOBIUS_TM	PHOBIUS_TM
Q0WEF9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WEP2	1	PHOBIUS_TM	PHOBIUS_TM
Q0WEP3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WEP4	1	PHOBIUS_TM	PHOBIUS_TM
Q0WEP5	1	PHOBIUS_TM	PHOBIUS_TM
Q0WEP6	1	PHOBIUS_TM	PHOBIUS_TM
Q0WEQ5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WET2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WF35	1	PHOBIUS_TM	PHOBIUS_TM
Q0WF59	1	PHOBIUS_TM	PHOBIUS_TM
Q0WF68	1	GPI	GPI
Q0WFG3	1	PHOBIUS_TM	PHOBIUS_TM
Q0WFL2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WFX8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WFY1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WG83	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WG84	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WGA7	2	GPI|PHOBIUS_TM	GPI|PHOBIUS_TM
Q0WGA9	1	SL	SL
Q0WGL1	1	PHOBIUS_TM	PHOBIUS_TM
Q0WGN8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WGR8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WGS4	1	PHOBIUS_TM	PHOBIUS_TM
Q0WGT3	1	PHOBIUS_TM	PHOBIUS_TM
Q0WGX8	1	PHOBIUS_TM	PHOBIUS_TM
Q0WGX9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WH67	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WH71	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WH80	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WHB7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WHI1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WHN1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WHR7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WHV7	1	PHOBIUS_TM	PHOBIUS_TM
Q0WI29	1	PHOBIUS_TM	PHOBIUS_TM
Q0WI62	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WI85	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WIL8	1	PHOBIUS_TM	PHOBIUS_TM
Q0WIN1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WIQ4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WIS1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WIS5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WIS6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WJ45	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WJ96	1	PHOBIUS_TM	PHOBIUS_TM
Q0WJE5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WJE9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WJN6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WJP3	1	PHOBIUS_TM	PHOBIUS_TM
Q0WK37	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WKD0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WKL3	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q0WKQ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q56975	1	PHOBIUS_TM	PHOBIUS_TM
Q56978	1	PHOBIUS_TM	PHOBIUS_TM
Q65AR2	1	PHOBIUS_TM	PHOBIUS_TM
Q74PB3	1	PHOBIUS_TM	PHOBIUS_TM
Q74PW6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74PX1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74QU7	1	PHOBIUS_TM	PHOBIUS_TM
Q74SD5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74T79	1	PHOBIUS_TM	PHOBIUS_TM
Q74TG6	1	PHOBIUS_TM	PHOBIUS_TM
Q74TX9	1	PHOBIUS_TM	PHOBIUS_TM
Q74U71	1	PHOBIUS_TM	PHOBIUS_TM
Q74UK6	1	PHOBIUS_TM	PHOBIUS_TM
Q74V87	1	PHOBIUS_TM	PHOBIUS_TM
Q74VA0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74VA5	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74WC1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q74YC2	1	PHOBIUS_TM	PHOBIUS_TM
Q7ARJ9	1	PHOBIUS_TM	PHOBIUS_TM
Q7CG59	1	PHOBIUS_TM	PHOBIUS_TM
Q7CGY7	1	PHOBIUS_TM	PHOBIUS_TM
Q7CH99	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CHN1	1	PHOBIUS_TM	PHOBIUS_TM
Q7CHV1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CIG9	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CJ05	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CJJ6	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CJP2	1	PHOBIUS_TM	PHOBIUS_TM
Q7CK92	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q7CLC8	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8D1L4	1	PHOBIUS_TM	PHOBIUS_TM
Q8ZAV0	1	PHOBIUS_TM	PHOBIUS_TM
Q8ZDJ2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8ZDJ8	1	PHOBIUS_TM	PHOBIUS_TM
Q8ZE38	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8ZEH4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8ZFF7	1	PHOBIUS_TM	PHOBIUS_TM
Q8ZFG9	1	PHOBIUS_TM	PHOBIUS_TM
Q8ZGJ0	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9F286	1	SL	SL
Q9RCC2	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9RCC7	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9RI24	1	SL	SL
Q9X6B4	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC23	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC24	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC42	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC44	1	PHOBIUS_TM	PHOBIUS_TM
Q9ZC50	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC51	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC53	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC54	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC55	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZC61	1	PHOBIUS_TM	PHOBIUS_TM
Q9ZC63	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q9ZFZ8	1	PHOBIUS_TM	PHOBIUS_TM
