SEQENCE ID                     TM SP PREDICTION
A0A2S9PK93                      0  0 o
A0A2S9PKC4                     11  0 i26-46o66-84i91-108o114-133i140-157o177-199i219-236o242-260i291-307o327-358i370-386o
A0A2S9PKC8                      0  0 o
A0A2S9PKG8                      0  0 o
A0A2S9PKN1                      1  0 i9-30o
A0A2S9PKP6                     12  0 i31-48o54-74i111-133o139-160i172-193o213-234i255-277o289-314i346-368o374-400i412-438o444-463i
A0A2S9PKQ8                      0  0 o
A0A2S9PKR8                      0  0 o
A0A2S9PKV8                      0  0 o
A0A2S9PL00                      0  0 o
A0A2S9PL04                      0  0 o
A0A2S9PL72                      0  0 o
A0A2S9PLA6                      0  0 o
A0A2S9PLF1                      0  Y n4-14c19/20o
A0A2S9PLF5                      0  0 o
A0A2S9PLF9                      0  Y n3-11c18/19o
A0A2S9PLH1                      0  0 o
A0A2S9PLP6                      1  0 i12-33o
A0A2S9PLQ4                      0  0 o
A0A2S9PLQ5                      0  0 o
A0A2S9PLV2                      0  0 o
A0A2S9PLY2                      9  0 o27-48i55-72o78-96i108-130o296-314i341-363o369-386i393-412o418-439i
A0A2S9PLZ2                      9  Y n12-23c30/31o40-60i72-92o98-121i128-154o166-184i205-224o230-254i275-295o301-318i
A0A2S9PM40                      0  0 o
A0A2S9PM91                      9  Y n4-14c19/20o35-62i69-101o107-135i147-169o189-216i247-270o276-294i301-320o326-342i
A0A2S9PMB6                      0  0 o
A0A2S9PME1                      0  0 o
A0A2S9PMJ2                     19  0 o12-32i63-83o95-115i124-143o149-172i203-222o242-270i282-304o310-331i352-374o394-416i428-448o454-473i485-506o526-543i550-568o574-599i611-629o641-660i
A0A2U2GUH5                      0  0 o
A0A2U2GUN8                      0  0 o
A0A2U2GUQ1                      0  Y n7-18c22/23o
A0A2U2GUQ4                      0  0 o
A0A2U2GUR4                      0  Y n3-14c20/21o
A0A2U2GUW4                      0  0 o
A0A2U2GUW8                      0  0 o
A0A2U2GUX9                      0  0 o
A0A2U2GUZ8                      0  0 o
A0A2U2GV07                      0  0 o
A0A2U2GV23                     12  0 i7-30o42-63i70-88o94-113i134-154o160-182i203-226o238-259i271-289o295-319i331-354o360-380i
A0A2U2GV29                      0  0 o
A0A2U2GV39                      4  0 i12-36o51-69i90-111o144-164i
A0A2U2GV65                      0  0 o
A0A2U2GVA0                      0  0 o
A0A2U2GVA3                      0  0 o
A0A2U2GVD8                      0  0 o
A0A2U2GVF4                      0  0 o
A0A2U2GVF9                      0  0 i
A0A2U2GVH6                      0  0 o
A0A2U2GVM8                      0  0 o
A0A2U2GVN3                      0  0 o
A0A2U2GVN6                      0  0 i
A0A2U2GVP1                      0  0 o
A0A2U2GVP9                      0  0 o
A0A2U2GVQ4                      1  Y n7-18c22/23o245-268i
A0A2U2GVQ7                      0  Y n4-17c22/23o
A0A2U2GVS4                      0  0 o
A0A2U2GVU1                      0  0 o
A0A2U2GVV5                      0  Y n4-17c25/26o
A0A2U2GVW5                      0  0 o
A0A2U2GVX6                      0  0 o
A0A2U2GVX8                      0  0 o
A0A2U2GVX9                      0  0 o
A0A2U2GVY2                      0  0 o
A0A2U2GW27                      1  0 o15-39i
A0A2U2GW30                      0  0 o
A0A2U2GW34                      0  0 o
A0A2U2GW53                      0  0 o
A0A2U2GW61                      0  0 i
A0A2U2GW68                      0  0 o
A0A2U2GW69                      0  Y n3-11c19/20o
A0A2U2GW77                      6  0 i21-47o53-75i87-108o114-139i151-168o174-191i
A0A2U2GW78                      0  0 o
A0A2U2GW84                      0  0 o
A0A2U2GWA9                      0  0 o
A0A2U2GWC9                      7  0 i21-44o59-79i91-109o115-133i145-163o169-188i209-232o
A0A2U2GWG7                      0  Y n4-15c21/22o
A0A2U2GWH2                      0  Y n4-15c21/22o
A0A2U2GWJ5                      5  0 i150-171o177-196i208-225o245-264i276-295o
A0A2U2GWJ9                      0  Y n12-23c28/29o
A0A2U2GWL2                      0  0 o
A0A2U2GWL4                      6  Y n5-15c19/20o35-59i71-89o95-116i136-158o178-198i218-237o
A0A2U2GWN9                      0  0 o
A0A2U2GWP6                      0  0 o
A0A2U2GWR0                      0  Y n8-19c26/27o
A0A2U2GWS2                      0  Y n4-15c23/24o
A0A2U2GWV3                      0  0 o
A0A2U2GWX0                      0  0 o
A0A2U2GWX9                      0  0 o
A0A2U2GWZ0                      6  0 o6-23i30-49o61-78i90-115o145-169i206-230o
A0A2U2GWZ3                      0  0 o
A0A2U2GWZ6                      0  0 o
A0A2U2GX04                      9  0 o26-46i67-94o106-131i138-156o176-196i225-245o257-276i283-305o311-335i
A0A2U2GX14                      0  0 o
A0A2U2GX25                      0  Y n6-14c19/20o
A0A2U2GX35                      5  0 i124-141o147-164i176-198o204-224i236-260o
A0A2U2GX64                      0  Y n41-52c59/60o
A0A2U2GX66                     13  0 o6-26i33-51o57-76i88-109o115-136i148-172o184-206i226-243o249-268i280-298o304-327i339-362o368-387i
A0A2U2GX67                      1  0 i45-63o
A0A2U2GX71                      0  0 o
A0A2U2GX76                      0  0 o
A0A2U2GX88                      0  0 o
A0A2U2GX90                      0  Y n4-16c21/22o
A0A2U2GX99                      0  Y n7-18c24/25o
A0A2U2GXA1                      0  0 o
A0A2U2GXA2                      4  0 i7-29o49-68i80-101o113-134i
A0A2U2GXB1                      0  0 o
A0A2U2GXB6                      0  0 o
A0A2U2GXC8                      0  Y n8-18c23/24o
A0A2U2GXG3                      0  0 o
A0A2U2GXG4                      0  0 o
A0A2U2GXG9                      0  0 o
A0A2U2GXH4                      5  0 i21-39o51-73i85-103o135-157i169-190o
A0A2U2GXH6                      0  0 o
A0A2U2GXH7                      0  0 o
A0A2U2GXI4                      0  Y n6-13c18/19o
A0A2U2GXJ3                      0  0 o
A0A2U2GXJ4                      0  0 i
A0A2U2GXK0                      0  0 o
A0A2U2GXK4                      0  0 o
A0A2U2GXL4                      0  0 o
A0A2U2GXQ3                      0  0 o
A0A2U2GXR2                      0  0 o
A0A2U2GXR4                      6  0 i17-41o116-140i152-172o210-230i264-286o306-333i
A0A2U2GXS1                      1  Y n4-14c19/20o227-245i
A0A2U2GXS3                      6  0 i20-37o81-105i126-151o171-190i202-224o244-265i
A0A2U2GXS5                     10  0 i15-33o45-64i69-87o93-118i130-150o170-192i221-239o245-263i275-294o300-319i
A0A2U2GXS8                      2  0 i7-25o31-51i
A0A2U2GXT8                      0  Y n4-15c19/20o
A0A2U2GXT9                      4  Y n3-11c16/17o40-58i65-87o144-168i266-283o
A0A2U2GXV0                      0  0 i
A0A2U2GXX2                      0  0 o
A0A2U2GY05                      0  0 o
A0A2U2GY17                      0  Y n18-29c37/38o
A0A2U2GY26                      0  0 o
A0A2U2GY29                      5  0 o6-22i34-53o69-87i99-124o144-163i
A0A2U2GY33                      3  0 o30-51i60-78o98-120i
A0A2U2GY44                      0  0 o
A0A2U2GY51                      0  0 i
A0A2U2GY54                      0  0 o
A0A2U2GY64                      0  0 o
A0A2U2GY68                      0  Y n5-15c19/20o
A0A2U2GY69                      0  Y n7-17c22/23o
A0A2U2GY76                      0  0 o
A0A2U2GY79                      0  0 o
A0A2U2GY82                      0  0 o
A0A2U2GY93                      0  0 o
A0A2U2GYB9                      0  0 o
A0A2U2GYC2                     10  Y n3-16c34/35o58-76i97-130o136-154i175-194o222-246i258-278o298-317i338-366o378-401i413-437o
A0A2U2GYC8                      0  0 i
A0A2U2GYD1                      0  0 o
A0A2U2GYE2                      0  0 o
A0A2U2GYE3                      0  0 o
A0A2U2GYE4                      0  0 o
A0A2U2GYG1                      0  0 i
A0A2U2GYG4                      7  0 i38-59o71-91i103-122o128-149i156-176o182-203i212-232o
A0A2U2GYH9                     12  0 i12-31o51-71i78-96o102-124i136-161o167-186i218-240o246-265i277-295o301-319i340-360o366-386i
A0A2U2GYI2                      2  0 i12-30o36-54i
A0A2U2GYI7                      0  0 o
A0A2U2GYI8                      4  0 o6-22i42-59o71-86i91-112o
A0A2U2GYM4                      0  0 o
A0A2U2GYM5                      1  Y n3-13c21/22o218-242i
A0A2U2GYM6                      9  0 o15-39i277-297o329-350i370-392o412-436i670-690o702-718i725-744o756-779i
A0A2U2GYP6                      0  0 o
A0A2U2GYP9                      0  0 o
A0A2U2GYR0                     10  0 i12-29o49-72i84-102o108-123i135-154o202-222i234-256o276-298i310-330o336-361i
A0A2U2GYU6                      0  0 i
A0A2U2GYW7                      0  0 o
A0A2U2GYZ2                      9  Y n4-15c24/25o34-54i66-85o91-111i118-136o148-168i180-198o210-229i241-259o265-281i
A0A2U2GZ09                      0  0 o
A0A2U2GZ16                      0  0 o
A0A2U2GZ20                      0  0 i
A0A2U2GZ24                      1  0 o12-28i
A0A2U2GZ32                      0  0 o
A0A2U2GZ59                      0  0 o
A0A2U2GZ81                      0  0 o
A0A2U2GZ85                      0  0 o
A0A2U2GZ86                      1  0 i420-440o
A0A2U2GZ90                      0  0 o
A0A2U2GZB7                      0  0 o
A0A2U2GZC6                      6  0 o6-28i40-61o67-100i121-141o177-200i212-236o
A0A2U2GZC8                      0  0 o
A0A2U2GZD5                      2  0 i121-138o150-172i
A0A2U2GZD9                      0  0 o
A0A2U2GZF1                      0  0 o
A0A2U2GZF4                      0  0 o
A0A2U2GZF9                      0  0 o
A0A2U2GZH0                      0  0 o
A0A2U2GZI0                      0  0 o
A0A2U2GZL1                      0  0 o
A0A2U2GZL2                      0  0 o
A0A2U2GZL3                      0  0 o
A0A2U2GZL8                      0  0 o
A0A2U2GZN0                      1  0 o6-24i
A0A2U2GZN9                      0  0 o
A0A2U2GZR6                      0  Y n4-14c19/20o
A0A2U2GZS8                      0  0 o
A0A2U2GZT0                      0  0 o
A0A2U2GZT4                      0  Y n11-22c27/28o
A0A2U2GZV8                      0  Y n4-15c23/24o
A0A2U2GZX8                     10  0 i12-32o71-91i103-124o130-147i159-178o190-207i212-230o250-277i289-311o317-335i
A0A2U2GZZ8                      0  0 o
A0A2U2H045                      0  0 o
A0A2U2H046                      0  0 o
A0A2U2H063                      0  0 o
A0A2U2H064                      0  0 o
A0A2U2H071                      0  Y n5-16c22/23o
A0A2U2H081                      0  Y n7-18c22/23o
A0A2U2H083                      0  0 o
A0A2U2H0A0                      0  0 o
A0A2U2H0F6                      2  0 i12-33o45-65i
A0A2U2H0G9                      5  0 o53-71i108-126o132-149i212-233o245-264i
A0A2U2H0H1                      0  0 o
A0A2U2H0H3                      0  0 o
A0A2U2H0M5                      0  0 i
A0A2U2H0M9                      0  0 o
A0A2U2H0Q0                      0  0 o
A0A2U2H0Q1                      0  0 o
A0A2U2H0Q2                      0  0 o
A0A2U2H0Q3                      0  0 i
A0A2U2H0Q7                      6  0 i7-26o76-98i110-131o137-157i193-216o236-261i
A0A2U2H0V1                      0  Y n10-18c27/28o
A0A2U2H0V2                      0  Y n27-38c44/45o
A0A2U2H0V6                      0  0 o
A0A2U2H0W0                      0  Y n7-18c24/25o
A0A2U2H0X0                      0  0 o
A0A2U2H0X4                      0  0 o
A0A2U2H0X6                      0  0 o
A0A2U2H0Y7                      0  Y n12-22c27/28o
A0A2U2H0Y9                      0  Y n4-15c20/21o
A0A2U2H104                      0  0 o
A0A2U2H112                      0  Y n5-13c17/18o
A0A2U2H120                      0  0 o
A0A2U2H129                      0  0 o
A0A2U2H131                      0  0 o
A0A2U2H144                      0  0 o
A0A2U2H149                      0  0 o
A0A2U2H157                      0  0 o
A0A2U2H160                      0  Y n13-23c28/29o
A0A2U2H163                      0  0 o
A0A2U2H170                     12  0 i26-47o59-86i107-129o135-153i165-186o206-228i249-270o290-316i352-369o375-398i419-439o451-471i
A0A2U2H193                      0  0 o
A0A2U2H195                      0  0 o
A0A2U2H1C1                      9  0 i31-51o84-104i116-138o144-164i176-198o218-237i271-295o307-326i333-354o
A0A2U2H1D8                      0  Y n6-16c20/21o
A0A2U2H1G3                      0  0 o
A0A2U2H1J8                      0  0 i
A0A2U2H1K4                      0  Y n4-14c23/24o
A0A2U2H1K6                      0  Y n8-19c24/25o
A0A2U2H1K8                      3  0 o6-24i36-68o96-114i
A0A2U2H1L2                      0  0 o
A0A2U2H1L6                      6  0 i36-57o105-125i134-158o170-190i211-234o273-291i
A0A2U2H1M1                      0  0 o
A0A2U2H1M3                      0  0 o
A0A2U2H1M9                      0  0 o
A0A2U2H1N4                      0  0 o
A0A2U2H1N8                      0  0 o
A0A2U2H1N9                      0  Y n21-32c38/39o
A0A2U2H1Q0                      6  0 i12-32o81-103i115-136o142-162i195-219o239-257i
A0A2U2H1Q1                      0  Y n4-17c23/24o
A0A2U2H1Q2                      0  0 o
A0A2U2H1Q5                      0  0 o
A0A2U2H1S0                      0  0 o
A0A2U2H1T2                     10  0 i12-35o41-60i67-87o99-126i133-150o170-193i223-242o254-273i280-299o305-321i
A0A2U2H1U7                     10  0 o20-48i60-81o93-109i116-137o157-175i187-219o225-243i330-348o354-372i384-404o
A0A2U2H1V0                      0  0 o
A0A2U2H1V6                      0  Y n7-18c24/25o
A0A2U2H1V8                      0  0 o
A0A2U2H1X7                      0  Y n4-13c17/18o
A0A2U2H1Z3                      0  0 i
A0A2U2H213                      8  0 o24-44i76-94o100-119i140-165o177-198i229-253o273-294i325-346o
A0A2U2H224                      0  0 o
A0A2U2H244                      0  Y n14-25c30/31o
A0A2U2H247                      0  Y n4-15c23/24o
A0A2U2H248                      4  0 i27-48o60-81i88-106o147-170i
A0A2U2H264                      0  0 i
A0A2U2H272                      0  0 o
A0A2U2H2B9                      2  0 i23-45o51-67i
A0A2U2H2C0                      0  Y n4-15c20/21o
A0A2U2H2C7                      0  0 o
A0A2U2H2F5                      8  Y n3-14c18/19o78-95i107-124o130-150i171-190o210-233i240-262o274-291i303-323o
A0A2U2H2G1                      0  Y n13-24c36/37o
A0A2U2H2H5                      1  0 i29-49o
A0A2U2H2H6                      3  0 o12-31i43-64o70-88i
A0A2U2H2L4                      0  0 o
A0A2U2H2N4                      0  0 o
A0A2U2H2P3                      0  0 o
A0A2U2H2Q0                      0  0 o
A0A2U2H2R6                      9  Y n4-16c20/21o30-48i60-79o91-111i167-187o193-212i241-266o272-292i334-355o375-393i
A0A2U2H2R9                      0  0 o
A0A2U2H2S0                      0  0 o
A0A2U2H2V0                      6  0 o12-35i47-68o74-96i119-141o153-177i198-216o
A0A2U2H2V6                      0  0 i
A0A2U2H2W0                      0  Y n5-16c20/21o
A0A2U2H2W8                      0  0 o
A0A2U2H2Y3                      0  Y n8-17c24/25o
A0A2U2H345                      0  0 o
A0A2U2H346                      0  0 o
A0A2U2H347                      2  0 o6-26i38-56o
A0A2U2H354                      0  0 i
A0A2U2H357                      0  0 o
A0A2U2H359                      0  0 i
A0A2U2H380                      1  0 i29-48o
A0A2U2H385                      0  0 o
A0A2U2H391                     10  0 i64-85o91-111i258-277o289-317i702-726o732-753i774-792o804-823i843-862o874-893i
A0A2U2H392                      0  Y n7-17c21/22o
A0A2U2H3A6                      0  0 o
A0A2U2H3E3                      0  0 o
A0A2U2H3F9                      0  0 o
A0A2U2H3H8                      0  Y n17-25c30/31o
A0A2U2H3I6                      0  0 o
A0A2U2H3M6                      1  0 i12-30o
A0A2U2H3Q8                      0  0 o
A0A2U2H3Q9                      0  0 o
A0A2U2H3R0                     11  Y n3-13c18/19o42-63i70-89o95-121i128-147o159-178i199-224o236-255i267-289o295-315i327-348o354-375i
A0A2U2H3W3                      0  0 i
A0A2U2H3X6                      0  0 o
A0A2U2H3Y0                      0  Y n8-26c44/45o
A0A2U2H3Y1                      0  0 o
A0A2U2H3Z8                      0  0 o
A0A2U2H416                      0  Y n10-20c25/26o
A0A2U2H417                      0  Y n5-16c24/25o
A0A2U2H421                      0  Y n7-17c25/26o
A0A2U2H431                      6  0 i33-54o74-99i111-136o142-162i191-217o237-256i
A0A2U2H442                      0  0 o
A0A2U2H447                      0  0 i
A0A2U2H449                      0  Y n4-12c21/22o
A0A2U2H452                     10  0 i24-44o64-83i90-112o183-204i262-286o298-315i327-345o351-374i386-409o415-437i
A0A2U2H454                      0  0 o
A0A2U2H480                      0  0 o
A0A2U2H483                      1  0 o12-35i
A0A2U2H486                      0  0 o
A0A2U2H4A9                      0  0 o
A0A2U2H4B7                      0  0 o
A0A2U2H4B8                      0  0 o
A0A2U2H4E2                      0  0 o
A0A2U2H4G1                      0  0 o
A0A2U2H4G8                     11  0 o6-24i31-53o59-77i98-131o175-194i215-237o243-263i275-297o317-341i348-370o402-421i
A0A2U2H4H5                      5  0 i9-30o100-123i135-160o201-221i259-280o
A0A2U2H4H7                      0  0 o
A0A380PC28                      0  0 o
A0A380PCA0                      0  0 o
A0A380PCC6                      0  Y n8-19c24/25o
A0A380PCL4                      0  0 o
A0A380PCN2                      0  0 o
A0A380PCQ2                      0  0 o
A0A380PCR7                      0  0 o
A0A380PCR8                      0  0 o
A0A380PCW6                      0  Y n22-32c39/40o
A0A380PD07                      0  0 o
A0A380PD09                      0  0 o
A0A380PD21                      0  0 o
A0A380PD49                      0  0 o
A0A380PD52                      1  0 o849-869i
A0A380PD53                      0  0 o
A0A380PD67                      0  0 o
A0A380PD93                     12  0 i18-37o49-70i91-111o123-143i163-182o188-207i235-259o265-287i299-319o325-350i362-384o390-411i
A0A380PDF1                      0  0 o
A0A380PDG6                      0  0 o
A0A380PDI8                      0  0 o
A0A380PDL3                      0  0 o
A0A380PDQ1                      3  Y n3-11c16/17o26-46i58-80o86-107i
A0A380PDS5                      0  0 o
A0A380PDT0                      0  0 o
A0A380PDW2                      0  0 o
A0A380PDX2                      0  0 o
A0A380PDX5                      0  0 o
A0A380PDY1                      0  0 o
A0A380PDZ3                      4  0 i27-49o69-92i156-178o190-208i
A0A380PDZ9                      0  0 o
A0A380PE08                      0  0 o
A0A380PE12                      0  0 o
A0A380PE20                      2  0 i129-147o153-174i
A0A380PE22                     21  0 i59-81o87-108i115-134o140-157i164-182o202-220i241-261o267-285i292-319o325-344i400-423o429-449i461-479o485-504i511-534o540-561i573-595o615-634i641-670o676-697i706-726o
A0A380PE45                      4  0 i7-25o31-52i64-84o99-120i
A0A380PE91                      3  0 i12-33o45-67i79-100o
A0A380PE94                      0  0 o
A0A380PEA5                      0  0 o
A0A380PED5                      0  0 o
A0A380PED8                      0  0 o
A0A380PEI4                      0  0 o
A0A380PEK2                      0  Y n7-18c22/23o
A0A380PEM0                      3  0 i7-30o50-74i94-123o
A0A380PEP4                      0  0 o
A0A380PEQ1                      0  0 o
A0A380PES5                      6  0 i21-46o82-103i115-139o145-168i189-212o247-268i
A0A380PES8                      0  Y n28-39c47/48o
A0A380PET9                      0  0 o
A0A380PF07                      0  Y n4-17c22/23o
A0A380PF44                      3  0 o12-31i43-65o71-92i
A0A380PFA5                      4  0 i21-47o88-107i114-133o139-159i
A0A380PFA7                      1  0 i23-44o
A0A380PFB0                      1  0 i35-55o
A0A380PFB4                      0  Y n6-17c21/22o
A0A380PFE7                      0  Y n10-18c23/24o
A0A380PFF3                      0  0 o
A0A380PFG3                      0  0 o
A0A380PFM4                      0  Y n6-17c22/23o
A0A380PFQ7                      9  Y n15-26c31/32o243-263i298-322o334-356i377-397o403-429i450-473o686-704i734-753o773-796i
A0A380PFR1                     10  0 i9-27o39-61i73-92o104-121i128-145o151-167i179-198o210-232i244-264o270-289i
A0A380PFS2                      0  0 o
A0A380PFS3                      1  0 i26-44o
A0A380PFU9                      5  0 o20-40i61-80o86-111i141-163o183-201i
A0A380PFV7                      0  Y n3-13c22/23o
A0A380PFY4                      0  0 o
A0A380PFZ2                      8  0 o24-49i61-80o86-104i111-132o176-194i220-241o261-289i301-320o
A0A380PG17                      0  Y n17-28c32/33o
A0A380PG27                      0  Y n5-16c21/22o
A0A380PG67                      7  0 i28-45o51-71i76-96o102-123i130-147o159-177i189-207o
A0A380PGA5                      0  0 o
A0A380PGA8                      3  Y n4-12c17/18o41-66i87-108o114-141i
A0A380PGB7                      0  0 o
A0A380PGC1                     12  0 i29-52o72-96i108-128o134-154i192-215o235-254i284-311o331-354i366-390o402-421i442-466o497-519i
A0A380PGE6                      0  0 o
A0A380PGG2                      4  0 o6-26i63-87o93-113i125-147o
A0A380PGI9                      0  Y n8-16c24/25o
A0A380PGR4                      0  0 o
A0A380PGU0                      0  0 o
A0A380PGW1                      0  0 o
A0A380PH06                      0  0 i
A0A380PH59                      0  0 i
A0A380PH61                      0  Y n7-18c24/25o
A0A380PH67                      0  0 o
A0A380PH74                      0  0 i
A0A380PH93                      0  Y n16-24c29/30o
A0A380PHC1                      0  0 o
A0A380PHC6                      0  0 o
A0A380PHD9                      0  0 o
A0A380PHG3                      0  0 o
A0A380PHI5                      0  Y n4-12c18/19o
A0A380PHL3                      3  0 i21-38o58-77i452-470o
A0A380PHP5                      0  Y n14-25c30/31o
A0A380PHS6                      0  0 o
A0A380PHW9                      3  Y n14-25c30/31o40-59i71-94o100-122i
A0A380PHX5                      5  0 o23-47i59-80o100-124i182-200o212-235i
A0A380PI09                      0  Y n4-12c17/18o
A0A380PI24                      2  0 i32-50o56-76i
A0A380PI45                      0  0 o
A0A380PI54                      0  0 o
A0A380PI57                      0  0 o
A0A380PI65                      0  0 o
A0A380PI86                      0  0 o
A0A380PI89                      0  Y n10-21c28/29o
A0A380PI90                      0  Y n8-19c25/26o
A0A380PID3                      1  0 i12-31o
A0A380PIE6                      0  0 o
A0A380PII0                      0  Y n10-25c33/34o
A0A380PII4                      5  Y n3-13c17/18o41-66i73-91o123-141i153-174o180-199i
A0A380PIN9                      0  Y n8-19c24/25o
A0A380PIR0                      9  0 o27-46i58-78o90-111i123-141o147-166i193-213o242-271i283-303o309-330i
A0A380PIR8                      1  Y n8-19c31/32o221-240i
A0A380PIU9                      0  0 o
A0A380PJ15                      0  Y n6-17c22/23o
A0A380PJ20                      1  0 o20-41i
A0A380PJ57                      0  Y n5-15c20/21o
A0A380PJ72                      4  0 i12-31o43-62i74-98o104-121i
A0A380PJ82                      0  0 o
A0A380PJA4                      2  0 o125-146i153-176o
A0A380PJB9                      0  0 o
A0A380PJF1                      0  0 o
A0A380PJG5                      0  0 o
A0A380PJH6                      0  Y n12-20c25/26o
A0A380PJI7                      0  0 o
A0A380PJJ5                      0  0 o
A0A380PJK8                      0  Y n16-27c33/34o
A0A380PJN8                      3  0 o6-24i29-47o67-87i
A0A380PJP6                     10  0 i12-32o81-100i112-136o148-171i197-216o222-246i258-278o284-309i321-341o361-384i
A0A380PJR4                      0  0 o
A0A380PJS2                      0  0 o
A0A380PJT7                      2  0 i7-34o40-61i
A0A380PJU0                      0  0 o
A0A380PJV4                      1  0 o12-31i
A0A380PJW7                      0  Y n6-17c21/22o
A0A380PJX0                      0  Y n8-19c24/25o
A0A380PJZ3                      0  0 o
A0A380PK45                      1  0 i57-75o
A0A380PKB6                      0  0 o
A0A380PKC8                      1  0 o82-100i
A0A380PKE1                      0  0 o
A0A380PKF7                      1  0 i196-219o
A0A380PKF8                      0  0 o
A0A380PKG0                      0  0 o
A0A380PKG2                     12  0 i28-51o63-81i102-124o136-154i166-187o207-225i245-268o292-316i345-364o370-391i403-421o427-444i
A0A380PKJ6                      0  0 i
A0A380PKM6                      0  0 o
A0A380PKT6                      0  0 o
A0A380PKU0                      0  Y n6-17c22/23o
A0A380PKV8                      0  Y n10-20c24/25o
A0A380PKW1                      0  Y n6-17c35/36o
A0A380PKW8                      0  Y n10-21c26/27o
A0A380PKY3                      0  0 o
A0A380PKY8                      0  0 o
A0A380PKZ5                      0  0 o
A0A380PKZ6                      0  Y n5-16c21/22o
A0A380PL00                      5  Y n8-19c27/28o263-290i434-452o458-481i493-515o527-545i
A0A380PL05                      0  Y n8-19c24/25o
A0A380PL37                     12  0 i12-32o336-354i361-381o393-413i434-452o464-487i530-549o864-883i890-910o916-940i961-980o986-1010i
A0A380PL44                      0  0 o
A0A380PL84                      3  0 i21-40o46-67i88-108o
A0A380PL94                      4  0 i25-48o267-292i313-338o364-383i
A0A380PLB1                      1  0 i7-27o
A0A380PLB8                      0  Y n6-17c24/25o
A0A380PLE0                      0  Y n7-18c22/23o
A0A380PLE2                      0  Y n8-17c21/22o
A0A380PLE5                     11  Y n10-25c30/31o54-73i85-110o116-145i157-178o184-207i228-251o263-285i297-318o324-346i367-388o394-414i
A0A380PLG8                      2  0 i236-257o1400-1421i
A0A380PLI9                      0  0 o
A0A380PLM9                      4  Y n2-11c16/17o32-49i70-87o171-189i201-220o
A0A380PLN7                      3  Y n8-20c24/25o64-90i102-121o141-157i
A0A380PLQ5                      4  0 i7-28o34-54i171-191o197-220i
A0A380PLR6                      0  0 o
A0A380PLR9                      0  0 o
A0A380PLS8                      1  Y n6-17c22/23o173-195i
A0A380PLW1                      0  0 o
A0A380PLX8                      2  0 i135-158o219-237i
A0A380PLY9                     11  0 i14-37o43-62i90-114o120-137i149-166o186-208i220-246o266-295i316-337o343-363i375-406o
A0A380PLZ0                      0  0 o
A0A380PLZ9                      9  0 o6-24i36-53o73-93i114-132o152-171i192-218o230-263i275-295o315-336i
A0A380PM26                      0  0 o
A0A380PM40                     11  Y n5-15c19/20o29-45i57-75o95-124i136-154o174-195i411-431o437-453i465-483o503-536i548-568o588-608i
A0A380PM99                      0  0 o
A0A380PMB5                     13  0 o39-61i68-87o107-127i134-152o158-178i190-210o230-251i272-294o314-339i351-371o383-402i431-448o454-473i
A0A380PMH2                      0  0 o
A0A380PMS6                      0  0 o
A0A380PMT5                     10  Y n7-18c23/24o39-63i70-91o111-132i139-157o177-203i224-242o248-268i299-320o326-347i354-379o
A0A380PMU4                      7  Y n20-28c32/33o241-268i275-294o300-320i332-354o381-401i468-492o498-517i
A0A380PMV7                      0  0 o
A0A380PMX1                      0  0 o
A0A380PMX9                      0  Y n4-15c21/22o
A0A380PMZ4                      2  0 i50-76o82-104i
A0A380PN62                      0  Y n6-17c23/24o
A0A380PN84                     10  0 i12-34o40-59i71-89o95-115i122-140o152-171i183-203o215-236i248-266o272-290i
A0A380PNR6                      0  0 o
A0A380PNT3                      0  0 o
A0A380PP00                      0  0 o
A0A380SAF0                      0  0 o
A0A380SAJ6                     10  0 i12-31o43-65i72-90o102-122i129-149o155-176i183-201o227-248i269-299o311-330i
A0A380SAK4                      8  0 i58-77o102-129i150-170o176-194i263-283o295-321i356-377o383-406i
A0A380SAM5                      1  0 o6-33i
A0A380SAQ1                      0  0 o
A0A380SAT9                      0  Y n2-9c13/14o
A0A380SAX7                      0  0 i
A0A380SAY2                      0  Y n4-16c21/22o
A0A380SAZ7                      0  Y n5-15c19/20o
A0A380SB05                      2  0 o12-30i42-61o
A0A380SB10                      0  0 o
A0A380SB16                      0  0 o
A0A380SB51                      3  0 i9-27o33-51i329-350o
A0A380SBE4                      0  0 o
A0A380SBL9                     11  Y n11-29c37/38o47-68i88-106o136-158i190-213o225-245i257-279o314-331i343-362o402-425i446-466o472-492i
A0A380SBN8                      6  0 i31-54o99-122i134-154o160-178i223-241o261-283i
A0A380SBQ0                      1  0 i164-182o
A0A380SBU5                      0  0 o
A0A380SC06                      9  0 i26-45o65-84i91-109o115-134i139-158o178-198i229-246o266-296i308-326o
A0A380SC50                      0  Y n14-25c31/32o
A0A380SCC3                      0  0 o
A0A380SCD2                      0  0 o
A0A380SCE2                      0  0 o
A0A380SCM2                      0  0 o
A0A380SCN7                      0  0 o
A0A380SCS3                      0  0 o
A0A380SDB2                      0  0 o
A0A384K8I6                      0  0 o
A0A384K8M2                      1  0 o38-58i
A0A384K8P1                      0  0 i
A0A384K9L2                      0  0 o
A0A384KAI7                      0  0 i
A0A384KAW1                      1  0 o12-32i
A0A384KBA6                      0  Y n17-28c36/37o
A0A384KBB9                      0  0 o
A0A384KBM0                      0  0 o
A0A384KC98                      0  0 o
A0A384KCM9                      0  0 o
A0A384KED7                      0  0 o
A0A384KET5                      0  0 o
