# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A0A384KAF7	OTHER	0.001461	0.998539	
A0A384KJW9	SP(Sec/SPI)	0.985994	0.014006	CS pos: 18-19. AFA-MK. Pr: 0.9581
A0A384KJZ7	OTHER	0.002502	0.997498	
A0A384KM85	OTHER	0.001941	0.998059	
A0A384KZC9	OTHER	0.201612	0.798388	
A0A384L359	OTHER	0.031745	0.968255	
A0A384L6I6	OTHER	0.030660	0.969340	
A0A384LKZ5	OTHER	0.001644	0.998356	
A0A384LM99	OTHER	0.000455	0.999545	
A0A384LPA0	SP(Sec/SPI)	0.979191	0.020809	CS pos: 20-21. IDG-VT. Pr: 0.8064
A0A3N4AWI2	OTHER	0.001353	0.998647	
A0A3N4AWJ5	OTHER	0.003563	0.996437	
A0A3N4AWK4	OTHER	0.001606	0.998394	
A0A3N4AWL6	OTHER	0.001220	0.998780	
A0A3N4AWW0	OTHER	0.004713	0.995287	
A0A3N4AX01	OTHER	0.000930	0.999070	
A0A3N4AXP2	OTHER	0.015949	0.984051	
A0A3N4AY97	OTHER	0.007996	0.992004	
A0A3N4AYD9	OTHER	0.000682	0.999318	
A0A3N4AYN4	OTHER	0.000402	0.999598	
A0A3N4AYP3	OTHER	0.000949	0.999051	
A0A3N4AYS9	OTHER	0.167508	0.832492	
A0A3N4AZ93	OTHER	0.001146	0.998854	
A0A3N4AZS4	SP(Sec/SPI)	0.991394	0.008606	CS pos: 25-26. VFA-AD. Pr: 0.8966
A0A3N4AZX9	OTHER	0.009111	0.990889	
A0A3N4B0I7	OTHER	0.001301	0.998699	
A0A3N4B0N5	OTHER	0.000475	0.999525	
A0A3N4B0R9	OTHER	0.001815	0.998185	
A0A3N4B130	OTHER	0.287649	0.712351	
A0A3N4B1G6	OTHER	0.000465	0.999535	
A0A3N4B1T4	OTHER	0.001304	0.998696	
A0A3N4B310	SP(Sec/SPI)	0.998578	0.001422	CS pos: 19-20. ASA-AE. Pr: 0.7627
A0A3N4B318	OTHER	0.001037	0.998963	
A0A3N4B392	OTHER	0.005718	0.994282	
A0A3N4B3A1	OTHER	0.004367	0.995633	
A0A3N4B3D9	OTHER	0.001907	0.998093	
A0A3N4B3E6	OTHER	0.008677	0.991323	
A0A3N4B3H1	OTHER	0.000719	0.999281	
A0A3N4B3J5	OTHER	0.000832	0.999168	
A0A3N4B3L2	OTHER	0.001096	0.998904	
A0A3N4B3P3	OTHER	0.245975	0.754025	
A0A3N4B3X5	OTHER	0.001776	0.998224	
A0A3N4B3Y5	OTHER	0.005538	0.994462	
A0A3N4B473	SP(Sec/SPI)	0.995417	0.004583	CS pos: 21-22. CQS-LN. Pr: 0.8367
A0A3N4B4B5	OTHER	0.001499	0.998501	
A0A3N4B4I0	SP(Sec/SPI)	0.890881	0.109119	CS pos: 22-23. TAA-YT. Pr: 0.6780
A0A3N4B4N9	OTHER	0.001638	0.998362	
A0A3N4B4P6	OTHER	0.000488	0.999512	
A0A3N4B4W3	OTHER	0.001495	0.998505	
A0A3N4B545	OTHER	0.003148	0.996852	
A0A3N4B554	OTHER	0.001023	0.998977	
A0A3N4B593	OTHER	0.001706	0.998294	
A0A3N4B5I0	OTHER	0.046300	0.953700	
A0A3N4B5I2	OTHER	0.004196	0.995804	
A0A3N4B5P2	SP(Sec/SPI)	0.985143	0.014857	CS pos: 19-20. TLA-AN. Pr: 0.7366
A0A3N4B5Z4	SP(Sec/SPI)	0.994489	0.005511	CS pos: 18-19. CSS-SD. Pr: 0.6056
A0A3N4B652	OTHER	0.000419	0.999581	
A0A3N4B6H8	SP(Sec/SPI)	0.986953	0.013047	CS pos: 24-25. AYA-AK. Pr: 0.6982
A0A3N4B738	OTHER	0.080222	0.919778	
A0A3N4B7G0	OTHER	0.001078	0.998922	
A0A3N4B7R3	OTHER	0.001406	0.998594	
A0A3N4B7S8	OTHER	0.000533	0.999467	
A0A3N4B7T0	OTHER	0.000375	0.999625	
A0A3N4B859	OTHER	0.052171	0.947829	
A0A3N4B8H9	OTHER	0.006481	0.993519	
A0A3N4B8P4	OTHER	0.136238	0.863762	
A0A3N4B9V9	OTHER	0.000725	0.999275	
A0A3N4B9Y1	OTHER	0.001600	0.998400	
A0A3N4BAB5	OTHER	0.000640	0.999360	
A0A3N4BAL9	OTHER	0.008024	0.991976	
A0A3N4BBP4	OTHER	0.000597	0.999403	
A0A3N4BCI6	OTHER	0.002089	0.997911	
A0A3N4BF92	SP(Sec/SPI)	0.711635	0.288365	CS pos: 20-21. VLA-EV. Pr: 0.5000
A0A3N4BKG0	OTHER	0.000776	0.999224	
A0A3N4BKP0	OTHER	0.006758	0.993242	
A0A3N4BL48	OTHER	0.001973	0.998027	
A0A3N4BL99	OTHER	0.000458	0.999542	
A0A3N4BLS8	OTHER	0.002560	0.997440	
A0A3N4BN65	OTHER	0.042306	0.957694	
A0A3N4BT88	OTHER	0.025619	0.974381	
A0A3N4BWC6	OTHER	0.000697	0.999303	
A0A3N4BWM0	SP(Sec/SPI)	0.500744	0.499256	CS pos: 23-24. LLG-YQ. Pr: 0.1690
A0A454XWA1	OTHER	0.000811	0.999189	
A0A454Y4S5	OTHER	0.157323	0.842677	
A0A5P8YAE3	OTHER	0.004458	0.995542	
A0A5P8YAH0	OTHER	0.003031	0.996969	
A0A5P8YAM6	SP(Sec/SPI)	0.996664	0.003336	CS pos: 18-19. AMA-NW. Pr: 0.9114
A0A5P8YAY3	OTHER	0.012469	0.987531	
A0A5P8YAZ6	OTHER	0.001356	0.998644	
A0A5P8YB02	OTHER	0.001189	0.998811	
A0A5P8YB08	OTHER	0.000885	0.999115	
A0A5P8YB15	OTHER	0.002207	0.997793	
A0A5P8YB37	OTHER	0.003261	0.996739	
A0A5P8YB68	OTHER	0.048835	0.951165	
A0A5P8YBA9	OTHER	0.000707	0.999293	
A0A5P8YBB2	OTHER	0.003682	0.996318	
A0A5P8YBB3	OTHER	0.005365	0.994635	
A0A5P8YBB4	OTHER	0.001298	0.998702	
A0A5P8YBC1	OTHER	0.000591	0.999409	
A0A5P8YBE7	OTHER	0.000622	0.999378	
A0A5P8YBG5	OTHER	0.002700	0.997300	
A0A5P8YBK5	OTHER	0.000880	0.999120	
A0A5P8YBP5	OTHER	0.001408	0.998592	
A0A5P8YBT6	OTHER	0.069061	0.930939	
A0A5P8YBW7	OTHER	0.001594	0.998406	
A0A5P8YBY1	OTHER	0.001563	0.998437	
A0A5P8YBZ0	OTHER	0.001563	0.998437	
A0A5P8YC06	OTHER	0.003286	0.996714	
A0A5P8YC27	OTHER	0.000196	0.999804	
A0A5P8YC69	OTHER	0.000530	0.999470	
A0A5P8YC83	OTHER	0.000950	0.999050	
A0A5P8YC97	OTHER	0.001451	0.998549	
A0A5P8YCA3	OTHER	0.099254	0.900746	
A0A5P8YCG2	OTHER	0.000226	0.999774	
A0A5P8YCL6	OTHER	0.000988	0.999012	
A0A5P8YCL9	OTHER	0.024084	0.975916	
A0A5P8YCN8	OTHER	0.000868	0.999132	
A0A5P8YCR0	OTHER	0.002081	0.997919	
A0A5P8YCR4	OTHER	0.003995	0.996005	
A0A5P8YCS1	OTHER	0.000983	0.999017	
A0A5P8YCU1	OTHER	0.001147	0.998853	
A0A5P8YCV0	OTHER	0.000803	0.999197	
A0A5P8YCW9	OTHER	0.065967	0.934033	
A0A5P8YCX0	OTHER	0.001847	0.998153	
A0A5P8YD30	OTHER	0.001141	0.998859	
A0A5P8YD35	OTHER	0.000674	0.999326	
A0A5P8YDD1	OTHER	0.007107	0.992893	
A0A5P8YDE1	OTHER	0.002510	0.997490	
A0A5P8YDG8	OTHER	0.081625	0.918375	
A0A5P8YDK8	OTHER	0.001641	0.998359	
A0A5P8YDR2	OTHER	0.000547	0.999453	
A0A5P8YDS9	OTHER	0.000215	0.999785	
A0A5P8YDT4	SP(Sec/SPI)	0.999102	0.000898	CS pos: 21-22. ASA-AE. Pr: 0.9093
A0A5P8YE64	SP(Sec/SPI)	0.955965	0.044035	CS pos: 30-31. ALA-HA. Pr: 0.6471
A0A5P8YE76	OTHER	0.000280	0.999720	
A0A5P8YEA2	OTHER	0.005334	0.994666	
A0A5P8YEC2	OTHER	0.000705	0.999295	
A0A5P8YEG1	OTHER	0.008463	0.991537	
A0A5P8YEH0	OTHER	0.007121	0.992879	
A0A5P8YEP4	OTHER	0.003455	0.996545	
A0A5P8YER5	OTHER	0.005390	0.994610	
A0A5P8YES8	OTHER	0.002460	0.997540	
A0A5P8YEU0	OTHER	0.001257	0.998743	
A0A5P8YEY4	OTHER	0.088632	0.911368	
A0A5P8YEZ0	OTHER	0.000567	0.999433	
A0A5P8YEZ8	OTHER	0.008448	0.991552	
A0A5P8YF46	OTHER	0.002839	0.997161	
A0A5P8YF88	SP(Sec/SPI)	0.731109	0.268891	CS pos: 25-26. ISA-GN. Pr: 0.3040
A0A5P8YF96	SP(Sec/SPI)	0.980581	0.019419	CS pos: 26-27. ASA-EE. Pr: 0.6285
A0A5P8YFD7	OTHER	0.000741	0.999259	
A0A5P8YFD8	OTHER	0.024111	0.975889	
A0A5P8YFK1	OTHER	0.421770	0.578230	
A0A5P8YFQ5	OTHER	0.000629	0.999371	
A0A5P8YFV5	OTHER	0.004165	0.995835	
A0A5P8YFW2	OTHER	0.005091	0.994909	
A0A5P8YFZ5	OTHER	0.039319	0.960681	
A0A5P8YG06	OTHER	0.476236	0.523764	
A0A5P8YGA1	OTHER	0.080187	0.919813	
A0A5P8YGB3	OTHER	0.001810	0.998190	
A0A5P8YGB7	OTHER	0.001865	0.998135	
A0A5P8YGC5	SP(Sec/SPI)	0.644221	0.355779	CS pos: 30-31. ASA-AA. Pr: 0.3326
A0A5P8YGG4	OTHER	0.001212	0.998788	
A0A5P8YGH0	OTHER	0.001693	0.998307	
A0A5P8YGL8	OTHER	0.007042	0.992958	
A0A5P8YGZ0	OTHER	0.005367	0.994633	
A0A5P8YH33	OTHER	0.036120	0.963880	
A0A5P8YH39	OTHER	0.006732	0.993268	
A0A5P8YH48	OTHER	0.000981	0.999019	
A0A5P8YH63	OTHER	0.002984	0.997016	
A0A5P8YHC3	OTHER	0.009740	0.990260	
A0A5P8YHI5	OTHER	0.002842	0.997158	
A0A5P8YHJ0	OTHER	0.004629	0.995371	
A0A5P8YHJ3	OTHER	0.000412	0.999588	
A0A5P8YHK6	OTHER	0.000898	0.999102	
A0A5P8YHM7	OTHER	0.000767	0.999233	
A0A5P8YHN3	OTHER	0.002454	0.997546	
A0A5P8YHT1	OTHER	0.000474	0.999526	
A0A5P8YHU6	OTHER	0.075323	0.924677	
A0A5P8YHY6	OTHER	0.045334	0.954666	
A0A5P8YI16	OTHER	0.000598	0.999402	
A0A5P8YI21	OTHER	0.000884	0.999116	
A0A5P8YI44	OTHER	0.016587	0.983413	
A0A5P8YI88	OTHER	0.001383	0.998617	
A0A5P8YIA5	OTHER	0.000901	0.999099	
A0A5P8YIB0	OTHER	0.000988	0.999012	
A0A5P8YIF8	OTHER	0.123339	0.876661	
A0A5P8YIJ8	OTHER	0.000449	0.999551	
A0A5P8YIL4	OTHER	0.000534	0.999466	
A0A5P8YIP5	OTHER	0.002501	0.997499	
A0A5P8YIS9	OTHER	0.001097	0.998903	
A0A5P8YIW0	SP(Sec/SPI)	0.981859	0.018141	CS pos: 23-24. CGP-EQ. Pr: 0.4289
A0A5P8YIX1	SP(Sec/SPI)	0.990080	0.009920	CS pos: 23-24. SSA-SE. Pr: 0.3424
A0A5P8YIZ9	OTHER	0.001529	0.998471	
A0A5P8YJ13	OTHER	0.000402	0.999598	
A0A5P8YJ67	OTHER	0.284239	0.715761	
A0A5P8YJ85	OTHER	0.000361	0.999639	
A0A5P8YJE6	OTHER	0.001777	0.998223	
A0A5P8YJJ6	OTHER	0.001440	0.998560	
A0A5P8YJR1	OTHER	0.000252	0.999748	
A0A5P8YJU4	SP(Sec/SPI)	0.653307	0.346693	CS pos: 24-25. AMA-AA. Pr: 0.3487
A0A5P8YJW9	OTHER	0.005049	0.994951	
A0A5P8YJY7	OTHER	0.001674	0.998326	
A0A5P8YJZ9	OTHER	0.000789	0.999211	
A0A5P8YK09	SP(Sec/SPI)	0.988995	0.011005	CS pos: 25-26. AFA-LT. Pr: 0.7139
A0A5P8YK17	OTHER	0.000594	0.999406	
A0A5P8YK60	OTHER	0.007629	0.992371	
A0A5P8YK62	OTHER	0.041312	0.958688	
A0A5P8YK75	OTHER	0.000677	0.999323	
A0A5P8YK92	OTHER	0.132741	0.867259	
A0A5P8YKD2	OTHER	0.000749	0.999251	
A0A5P8YKE2	OTHER	0.007361	0.992639	
A0A5P8YKE4	SP(Sec/SPI)	0.977402	0.022598	CS pos: 22-23. TFA-DS. Pr: 0.8287
A0A5P8YKE5	OTHER	0.000671	0.999329	
A0A5P8YKI8	SP(Sec/SPI)	0.989612	0.010388	CS pos: 24-25. ALA-AG. Pr: 0.6375
A0A5P8YKM5	OTHER	0.004383	0.995617	
A0A5P8YKS0	SP(Sec/SPI)	0.504717	0.495283	CS pos: 28-29. VIA-DS. Pr: 0.2284
A0A5P8YKS8	SP(Sec/SPI)	0.994982	0.005018	CS pos: 22-23. AFA-AD. Pr: 0.8271
A0A5P8YKS9	OTHER	0.079170	0.920830	
A0A5P8YKT1	OTHER	0.000589	0.999411	
A0A5P8YKX3	OTHER	0.006346	0.993654	
A0A5P8YKZ6	SP(Sec/SPI)	0.760148	0.239852	CS pos: 33-34. AFA-KI. Pr: 0.5487
A0A5P8YL06	OTHER	0.002491	0.997509	
A0A5P8YL10	SP(Sec/SPI)	0.916424	0.083576	CS pos: 25-26. AFA-AA. Pr: 0.3213
A0A5P8YL56	OTHER	0.016170	0.983830	
A0A5P8YL69	OTHER	0.000604	0.999396	
A0A5P8YL80	OTHER	0.030102	0.969898	
A0A5P8YL94	SP(Sec/SPI)	0.969639	0.030361	CS pos: 23-24. ILA-QQ. Pr: 0.6921
A0A5P8YLE5	OTHER	0.001065	0.998935	
A0A5P8YLE8	OTHER	0.028817	0.971183	
A0A5P8YLF0	OTHER	0.028672	0.971328	
A0A5P8YLF1	OTHER	0.000738	0.999262	
A0A5P8YLG3	OTHER	0.003816	0.996184	
A0A5P8YLN2	OTHER	0.080371	0.919629	
A0A5P8YM03	OTHER	0.007260	0.992740	
A0A5P8YM22	OTHER	0.000669	0.999331	
A0A5P8YM65	OTHER	0.011902	0.988098	
A0A5P8YM82	OTHER	0.000764	0.999236	
A0A5P8YM83	OTHER	0.004476	0.995524	
A0A5P8YME6	OTHER	0.001668	0.998332	
A0A5P8YMF5	OTHER	0.001121	0.998879	
A0A5P8YMH7	OTHER	0.000816	0.999184	
A0A5P8YMY3	OTHER	0.001661	0.998339	
A0A6B3T0K9	SP(Sec/SPI)	0.724263	0.275737	CS pos: 22-23. VLA-QL. Pr: 0.6928
A0A7Y8RDK1	OTHER	0.000532	0.999468	
A0A7Y8RF04	OTHER	0.064100	0.935900	
A0A7Y8RFQ6	OTHER	0.001268	0.998732	
A0A7Y8UR24	OTHER	0.484173	0.515827	
A0A7Y8USE3	OTHER	0.370179	0.629821	
O68710	OTHER	0.000690	0.999310	
O68720	OTHER	0.001435	0.998565	
O68770	OTHER	0.001938	0.998062	
O68779	OTHER	0.000851	0.999149	
O68794	OTHER	0.000540	0.999460	
O69170	OTHER	0.003325	0.996675	
P0A362	OTHER	0.002236	0.997764	
P0A3X0	OTHER	0.000537	0.999463	
P0DM79	OTHER	0.130272	0.869728	
P21207	OTHER	0.000665	0.999335	
P26948	SP(Sec/SPI)	0.996116	0.003884	CS pos: 21-22. ANA-AD. Pr: 0.8342
P26949	SP(Sec/SPI)	0.996195	0.003805	CS pos: 21-22. CWG-RA. Pr: 0.6530
P26950	OTHER	0.000518	0.999482	
P28808	OTHER	0.001191	0.998809	
P31491	OTHER	0.010259	0.989741	
P31527	SP(Sec/SPI)	0.971512	0.028488	CS pos: 23-24. VGA-QR. Pr: 0.8533
P37867	OTHER	0.000634	0.999366	
P42713	OTHER	0.002555	0.997445	
P46356	OTHER	0.000755	0.999245	
P58472	OTHER	0.003057	0.996943	
P58510	OTHER	0.001000	0.999000	
P58589	OTHER	0.003318	0.996682	
P58607	SP(Sec/SPI)	0.994660	0.005340	CS pos: 22-23. VQA-AD. Pr: 0.6846
P58619	OTHER	0.012040	0.987960	
P58635	OTHER	0.001140	0.998860	
P58655	OTHER	0.000438	0.999562	
P58697	OTHER	0.002864	0.997136	
P58700	OTHER	0.000610	0.999390	
P58709	OTHER	0.002588	0.997412	
P60436	OTHER	0.000431	0.999569	
P60730	OTHER	0.000992	0.999008	
P61416	OTHER	0.002311	0.997689	
P61417	OTHER	0.033088	0.966912	
P61475	OTHER	0.002091	0.997909	
P61892	OTHER	0.292034	0.707966	
P63876	OTHER	0.005376	0.994624	
P65115	OTHER	0.000371	0.999629	
P67906	OTHER	0.000618	0.999382	
P68587	OTHER	0.001209	0.998791	
P68588	OTHER	0.000779	0.999221	
P68640	OTHER	0.000393	0.999607	
P68686	OTHER	0.000393	0.999607	
P69955	OTHER	0.000870	0.999130	
P69959	OTHER	0.002752	0.997248	
P69963	OTHER	0.000415	0.999585	
P69968	OTHER	0.000635	0.999365	
P69970	OTHER	0.000525	0.999475	
P69974	OTHER	0.001647	0.998353	
P69978	OTHER	0.001623	0.998377	
P69980	OTHER	0.020451	0.979549	
P69982	OTHER	0.063437	0.936563	
P69984	OTHER	0.025927	0.974073	
P69986	OTHER	0.001435	0.998565	
P74992	OTHER	0.000783	0.999217	
Q0W9S4	OTHER	0.000295	0.999705	
Q0W9W3	OTHER	0.001671	0.998329	
Q0WA80	OTHER	0.000731	0.999269	
Q0WAE5	OTHER	0.000627	0.999373	
Q0WAI6	OTHER	0.006350	0.993650	
Q0WAT7	SP(Sec/SPI)	0.926581	0.073419	CS pos: 18-19. AQA-ET. Pr: 0.8680
Q0WAW4	OTHER	0.002082	0.997918	
Q0WB88	OTHER	0.000575	0.999425	
Q0WB98	OTHER	0.076750	0.923250	
Q0WBD7	OTHER	0.001633	0.998367	
Q0WBG7	SP(Sec/SPI)	0.627022	0.372978	CS pos: 27-28. VVA-LE. Pr: 0.5677
Q0WBJ6	OTHER	0.001078	0.998922	
Q0WBM3	OTHER	0.002748	0.997252	
Q0WBP1	OTHER	0.018133	0.981867	
Q0WBQ9	OTHER	0.001325	0.998675	
Q0WBR5	OTHER	0.239408	0.760592	
Q0WC12	OTHER	0.002211	0.997789	
Q0WC15	OTHER	0.001130	0.998870	
Q0WC81	SP(Sec/SPI)	0.797824	0.202176	CS pos: 21-22. VFA-QS. Pr: 0.6690
Q0WCB9	OTHER	0.062989	0.937011	
Q0WCK7	SP(Sec/SPI)	0.660511	0.339489	CS pos: 27-28. CST-DQ. Pr: 0.3150
Q0WCN1	SP(Sec/SPI)	0.974033	0.025967	CS pos: 27-28. VNA-AS. Pr: 0.9243
Q0WCS1	OTHER	0.000828	0.999172	
Q0WCY5	OTHER	0.010989	0.989011	
Q0WD03	OTHER	0.014512	0.985488	
Q0WD49	OTHER	0.000822	0.999178	
Q0WDE1	OTHER	0.000571	0.999429	
Q0WDF0	SP(Sec/SPI)	0.995363	0.004637	CS pos: 18-19. VLA-TI. Pr: 0.9525
Q0WDF4	OTHER	0.000728	0.999272	
Q0WDK1	OTHER	0.001334	0.998666	
Q0WDK2	OTHER	0.000831	0.999169	
Q0WDN7	OTHER	0.000891	0.999109	
Q0WDR8	OTHER	0.000533	0.999467	
Q0WDR9	OTHER	0.000715	0.999285	
Q0WDU2	OTHER	0.002234	0.997766	
Q0WED3	OTHER	0.180751	0.819249	
Q0WED7	SP(Sec/SPI)	0.970547	0.029453	CS pos: 27-28. AHA-SP. Pr: 0.8978
Q0WEJ9	OTHER	0.001341	0.998659	
Q0WEL2	SP(Sec/SPI)	0.669119	0.330881	CS pos: 22-23. VTA-ER. Pr: 0.5274
Q0WEM8	OTHER	0.002011	0.997989	
Q0WEN3	OTHER	0.001014	0.998986	
Q0WFF3	OTHER	0.086131	0.913869	
Q0WFI1	OTHER	0.002105	0.997895	
Q0WFJ6	OTHER	0.024086	0.975914	
Q0WFT9	SP(Sec/SPI)	0.951553	0.048447	CS pos: 27-28. AQA-AD. Pr: 0.7568
Q0WFW2	OTHER	0.002378	0.997622	
Q0WFX1	OTHER	0.039353	0.960647	
Q0WFZ0	OTHER	0.002752	0.997248	
Q0WFZ4	OTHER	0.001553	0.998447	
Q0WG23	OTHER	0.004847	0.995153	
Q0WGA0	OTHER	0.001739	0.998261	
Q0WGB8	OTHER	0.001350	0.998650	
Q0WGD8	OTHER	0.019546	0.980454	
Q0WGJ7	OTHER	0.009700	0.990300	
Q0WGK8	OTHER	0.001482	0.998518	
Q0WGR5	SP(Sec/SPI)	0.954760	0.045240	CS pos: 26-27. AYA-QA. Pr: 0.3780
Q0WGV7	OTHER	0.002176	0.997824	
Q0WGX7	OTHER	0.000657	0.999343	
Q0WH31	OTHER	0.000440	0.999560	
Q0WH66	OTHER	0.001270	0.998730	
Q0WHD6	OTHER	0.001523	0.998477	
Q0WHD8	OTHER	0.128436	0.871564	
Q0WHH3	OTHER	0.003565	0.996435	
Q0WHR9	SP(Sec/SPI)	0.884574	0.115426	CS pos: 26-27. ATA-QA. Pr: 0.5631
Q0WHS8	OTHER	0.007258	0.992742	
Q0WHW6	SP(Sec/SPI)	0.557791	0.442209	CS pos: 31-32. CQT-SK. Pr: 0.2847
Q0WHY6	OTHER	0.001810	0.998190	
Q0WI17	OTHER	0.457840	0.542160	
Q0WI36	OTHER	0.001241	0.998759	
Q0WI38	OTHER	0.001193	0.998807	
Q0WIM0	OTHER	0.313689	0.686311	
Q0WIP8	OTHER	0.009791	0.990209	
Q0WIQ6	OTHER	0.000593	0.999407	
Q0WIU0	OTHER	0.000336	0.999664	
Q0WIV1	OTHER	0.001347	0.998653	
Q0WIV5	OTHER	0.099168	0.900832	
Q0WIV8	OTHER	0.000905	0.999095	
Q0WIW1	OTHER	0.020412	0.979588	
Q0WIW7	OTHER	0.054341	0.945659	
Q0WIY9	OTHER	0.014217	0.985783	
Q0WIZ0	OTHER	0.000560	0.999440	
Q0WJ53	OTHER	0.001252	0.998748	
Q0WJ82	OTHER	0.002470	0.997530	
Q0WJ93	OTHER	0.203033	0.796967	
Q0WJC2	OTHER	0.008912	0.991088	
Q0WJE3	OTHER	0.153580	0.846420	
Q0WJM7	SP(Sec/SPI)	0.658835	0.341165	CS pos: 24-25. ARA-IN. Pr: 0.4762
Q0WJP6	OTHER	0.037385	0.962615	
Q0WJP7	OTHER	0.001919	0.998081	
Q0WJV7	OTHER	0.000417	0.999583	
Q0WJW2	OTHER	0.000571	0.999429	
Q0WJW6	OTHER	0.018929	0.981071	
Q0WKM2	OTHER	0.002046	0.997954	
Q0WKQ4	OTHER	0.002050	0.997950	
Q0WKQ5	OTHER	0.001694	0.998306	
Q0WKQ6	OTHER	0.023154	0.976846	
Q56954	OTHER	0.003697	0.996303	
Q56955	OTHER	0.001469	0.998531	
Q56956	OTHER	0.004897	0.995103	
Q56990	OTHER	0.000899	0.999101	
Q56991	SP(Sec/SPI)	0.990226	0.009774	CS pos: 25-26. TLA-AE. Pr: 0.7663
Q56992	OTHER	0.229451	0.770549	
Q65AE7	SP(Sec/SPI)	0.997800	0.002200	CS pos: 19-20. ALA-TP. Pr: 0.8353
Q74PW2	SP(Sec/SPI)	0.987307	0.012693	CS pos: 25-26. AQA-AE. Pr: 0.8887
Q74Q23	OTHER	0.232626	0.767374	
Q74Q30	OTHER	0.254093	0.745907	
Q74Q56	OTHER	0.000607	0.999393	
Q74RF9	OTHER	0.000450	0.999550	
Q74RU7	OTHER	0.005043	0.994957	
Q74S14	OTHER	0.107905	0.892095	
Q74SR9	OTHER	0.002371	0.997629	
Q74TH2	OTHER	0.000774	0.999226	
Q74U12	OTHER	0.000555	0.999445	
Q74VT6	OTHER	0.010481	0.989519	
Q74XD3	OTHER	0.001392	0.998608	
Q7ARH5	OTHER	0.000399	0.999601	
Q7ARJ6	OTHER	0.000892	0.999108	
Q7ARK4	OTHER	0.021089	0.978911	
Q7ARN5	OTHER	0.000525	0.999475	
Q7ARN6	OTHER	0.022284	0.977716	
Q7CFM3	OTHER	0.000386	0.999614	
Q7CFM4	OTHER	0.164194	0.835806	
Q7CFM5	OTHER	0.001261	0.998739	
Q7CFS8	OTHER	0.000356	0.999644	
Q7CFT2	OTHER	0.000688	0.999312	
Q7CFT4	OTHER	0.002917	0.997083	
Q7CFT7	OTHER	0.000657	0.999343	
Q7CFX5	OTHER	0.002193	0.997807	
Q7CFX8	OTHER	0.006824	0.993176	
Q7CFY4	OTHER	0.034143	0.965857	
Q7CG47	OTHER	0.000338	0.999662	
Q7CG48	OTHER	0.054553	0.945447	
Q7CG49	OTHER	0.001939	0.998061	
Q7CG77	OTHER	0.071213	0.928787	
Q7CGA7	OTHER	0.004468	0.995532	
Q7CGB1	OTHER	0.000813	0.999187	
Q7CGD8	SP(Sec/SPI)	0.721586	0.278414	CS pos: 26-27. SYG-AE. Pr: 0.2739
Q7CGH2	SP(Sec/SPI)	0.987211	0.012789	CS pos: 24-25. SQA-EN. Pr: 0.8243
Q7CGI0	OTHER	0.237317	0.762683	
Q7CGT3	OTHER	0.010049	0.989951	
Q7CGT6	OTHER	0.002393	0.997607	
Q7CGV5	OTHER	0.314152	0.685848	
Q7CGZ2	OTHER	0.013463	0.986537	
Q7CH39	SP(Sec/SPI)	0.963639	0.036361	CS pos: 23-24. AGC-ST. Pr: 0.3675
Q7CH40	OTHER	0.000151	0.999849	
Q7CH67	OTHER	0.001992	0.998008	
Q7CHI5	OTHER	0.001081	0.998919	
Q7CHK5	OTHER	0.000658	0.999342	
Q7CHL5	OTHER	0.001309	0.998691	
Q7CHM0	OTHER	0.003049	0.996951	
Q7CHM1	OTHER	0.001391	0.998609	
Q7CHW2	OTHER	0.000413	0.999587	
Q7CIB6	OTHER	0.002042	0.997958	
Q7CIP6	OTHER	0.456441	0.543559	
Q7CIZ7	SP(Sec/SPI)	0.907899	0.092101	CS pos: 29-30. VAA-EP. Pr: 0.6977
Q7CJ14	SP(Sec/SPI)	0.995281	0.004719	CS pos: 17-18. TGC-VP. Pr: 0.5223
Q7CJ72	OTHER	0.001478	0.998522	
Q7CJ75	OTHER	0.164737	0.835263	
Q7CJL1	OTHER	0.255361	0.744639	
Q7CJM5	SP(Sec/SPI)	0.984468	0.015532	CS pos: 20-21. SGC-SL. Pr: 0.2578
Q7CJX8	OTHER	0.009690	0.990310	
Q7CK25	OTHER	0.003732	0.996268	
Q7CK59	OTHER	0.001533	0.998467	
Q7CKG2	OTHER	0.023708	0.976292	
Q7CKI5	SP(Sec/SPI)	0.913937	0.086063	CS pos: 19-20. AGC-SN. Pr: 0.3880
Q7CKP5	OTHER	0.016729	0.983271	
Q7CKT7	OTHER	0.001414	0.998586	
Q7CKV5	OTHER	0.024698	0.975302	
Q7CKV6	OTHER	0.227405	0.772595	
Q7CKV7	SP(Sec/SPI)	0.970873	0.029127	CS pos: 23-24. ANA-MA. Pr: 0.4598
Q7CL09	OTHER	0.001429	0.998571	
Q7CL81	OTHER	0.001319	0.998681	
Q7CLB2	SP(Sec/SPI)	0.981720	0.018280	CS pos: 25-26. AWA-TS. Pr: 0.7658
Q7CLC9	OTHER	0.000199	0.999801	
Q8CKC6	OTHER	0.073842	0.926158	
Q8CZS4	OTHER	0.001356	0.998644	
Q8CZY7	OTHER	0.000970	0.999030	
Q8D049	OTHER	0.008503	0.991497	
Q8D074	OTHER	0.021872	0.978128	
Q8D0B5	OTHER	0.001272	0.998728	
Q8D0P1	OTHER	0.000136	0.999864	
Q8D170	OTHER	0.000209	0.999791	
